GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US110010095041,110010095041,"Block Group 1, Census Tract 95.04, District of Columbia, District of Columbia",808,116,81,49,15,17,0,12,42,29,6,10,61,58,24,28,96,64,52,46,16,18,151,81,46,39,31,32,64,65,10,14,113,75
1500000US110010095042,110010095042,"Block Group 2, Census Tract 95.04, District of Columbia, District of Columbia",408,89,7,11,12,18,0,12,0,12,7,11,4,6,17,28,0,12,6,9,59,64,112,57,26,21,68,56,39,26,44,29,7,12
1500000US110010095051,110010095051,"Block Group 1, Census Tract 95.05, District of Columbia, District of Columbia",345,85,0,12,32,26,11,17,0,12,22,25,21,31,0,12,24,26,12,19,24,27,65,42,72,83,8,12,30,45,11,18,13,20
1500000US110010095052,110010095052,"Block Group 2, Census Tract 95.05, District of Columbia, District of Columbia",371,77,12,19,10,15,12,18,10,15,10,16,0,12,0,12,41,55,18,20,52,39,30,38,11,17,68,49,33,32,43,34,21,25
1500000US110010095053,110010095053,"Block Group 3, Census Tract 95.05, District of Columbia, District of Columbia",385,92,66,55,32,44,12,18,0,12,18,30,0,12,13,20,0,12,19,22,35,36,31,29,36,34,96,74,27,30,0,12,0,12
1500000US110010095071,110010095071,"Block Group 1, Census Tract 95.07, District of Columbia, District of Columbia",591,34,41,30,30,18,11,11,6,9,36,25,9,12,45,31,29,30,25,19,93,45,21,18,89,44,77,39,39,28,19,19,21,17
1500000US110010095081,110010095081,"Block Group 1, Census Tract 95.08, District of Columbia, District of Columbia",497,111,110,71,23,24,41,26,15,16,0,12,8,13,16,19,10,17,55,51,27,24,63,70,47,45,16,16,0,12,57,47,9,14
1500000US110010095082,110010095082,"Block Group 2, Census Tract 95.08, District of Columbia, District of Columbia",599,112,52,54,17,20,81,77,9,14,17,18,31,39,0,12,22,21,29,26,19,16,102,63,131,66,37,29,32,26,20,23,0,12
1500000US110010095083,110010095083,"Block Group 3, Census Tract 95.08, District of Columbia, District of Columbia",536,110,0,12,9,15,43,42,17,19,10,15,0,12,34,43,18,20,0,12,103,81,88,59,118,72,69,53,0,12,27,43,0,12
1500000US110010095091,110010095091,"Block Group 1, Census Tract 95.09, District of Columbia, District of Columbia",532,83,0,12,12,13,0,12,33,41,77,69,0,12,27,23,0,12,25,54,19,22,31,26,129,60,51,42,19,22,83,85,26,41
1500000US110010095092,110010095092,"Block Group 2, Census Tract 95.09, District of Columbia, District of Columbia",364,103,21,19,20,20,7,11,0,12,27,21,8,14,13,19,13,15,6,10,49,48,74,89,63,46,30,30,24,30,9,14,0,12
1500000US110010095093,110010095093,"Block Group 3, Census Tract 95.09, District of Columbia, District of Columbia",370,94,32,40,6,15,0,12,0,12,0,12,6,9,0,12,0,12,7,11,143,92,40,34,58,45,26,38,18,20,21,24,13,18
1500000US110010096011,110010096011,"Block Group 1, Census Tract 96.01, District of Columbia, District of Columbia",768,69,127,62,48,33,122,56,69,45,28,22,6,10,55,46,12,21,23,21,67,44,98,49,38,30,25,29,33,29,0,12,17,19
1500000US110010096021,110010096021,"Block Group 1, Census Tract 96.02, District of Columbia, District of Columbia",629,117,124,68,81,48,56,43,57,50,52,42,6,10,51,51,18,27,44,38,17,32,44,33,64,60,7,12,8,13,0,12,0,12
1500000US110010096022,110010096022,"Block Group 2, Census Tract 96.02, District of Columbia, District of Columbia",825,121,77,52,157,91,136,85,103,82,165,92,39,50,8,13,28,33,0,12,19,20,35,39,41,51,7,12,10,15,0,12,0,12
1500000US110010096031,110010096031,"Block Group 1, Census Tract 96.03, District of Columbia, District of Columbia",715,117,118,78,40,43,0,12,42,35,36,58,21,23,40,35,81,61,10,16,64,50,155,76,43,35,44,39,0,12,10,14,11,18
1500000US110010096032,110010096032,"Block Group 2, Census Tract 96.03, District of Columbia, District of Columbia",225,71,11,17,0,12,8,12,17,18,0,12,20,25,10,16,10,15,0,12,42,32,36,45,52,48,0,12,0,12,12,17,7,12
1500000US110010096033,110010096033,"Block Group 3, Census Tract 96.03, District of Columbia, District of Columbia",541,118,98,65,66,53,36,47,56,45,35,40,87,88,15,24,34,45,0,12,0,12,60,55,32,30,8,14,0,12,0,12,14,24
1500000US110010096041,110010096041,"Block Group 1, Census Tract 96.04, District of Columbia, District of Columbia",603,78,62,47,38,27,44,35,41,36,18,28,25,16,30,19,66,50,31,31,61,31,73,34,48,40,35,28,17,16,14,23,0,12
1500000US110010096042,110010096042,"Block Group 2, Census Tract 96.04, District of Columbia, District of Columbia",390,69,18,19,7,8,31,23,43,36,7,8,29,32,8,9,3,7,0,12,76,54,29,25,79,58,46,31,6,10,0,12,8,12
1500000US110010097001,110010097001,"Block Group 1, Census Tract 97, District of Columbia, District of Columbia",850,134,159,98,71,65,50,44,39,49,48,38,90,73,52,43,28,37,18,29,46,47,26,31,134,79,23,26,40,48,26,32,0,12
1500000US110010097002,110010097002,"Block Group 2, Census Tract 97, District of Columbia, District of Columbia",238,94,21,34,7,11,44,48,0,12,5,10,0,12,30,44,0,12,0,12,16,23,62,47,0,12,51,42,0,12,0,12,2,5
1500000US110010098011,110010098011,"Block Group 1, Census Tract 98.01, District of Columbia, District of Columbia",730,89,197,62,104,43,27,30,27,21,61,43,37,42,22,20,24,16,34,28,47,33,64,46,38,25,27,18,0,12,14,15,7,10
1500000US110010098021,110010098021,"Block Group 1, Census Tract 98.02, District of Columbia, District of Columbia",176,51,81,39,16,17,11,16,9,14,11,13,0,12,8,12,0,12,31,28,0,12,9,14,0,12,0,12,0,12,0,12,0,12
1500000US110010098022,110010098022,"Block Group 2, Census Tract 98.02, District of Columbia, District of Columbia",388,70,59,40,23,18,35,27,25,26,7,11,32,30,0,12,24,27,6,10,47,35,44,33,37,28,28,18,0,12,21,19,0,12
1500000US110010098031,110010098031,"Block Group 1, Census Tract 98.03, District of Columbia, District of Columbia",356,90,66,41,34,33,74,68,6,9,25,23,25,31,0,12,21,33,65,51,0,12,21,25,0,12,5,9,0,12,14,23,0,12
1500000US110010098032,110010098032,"Block Group 2, Census Tract 98.03, District of Columbia, District of Columbia",343,82,50,37,28,25,0,12,58,42,19,30,20,22,19,22,36,33,0,12,67,41,0,12,46,48,0,12,0,12,0,12,0,12
1500000US110010098033,110010098033,"Block Group 3, Census Tract 98.03, District of Columbia, District of Columbia",469,88,170,69,42,31,51,37,0,12,0,12,71,55,29,28,19,29,0,12,5,10,39,37,34,38,0,12,9,14,0,12,0,12
1500000US110010098041,110010098041,"Block Group 1, Census Tract 98.04, District of Columbia, District of Columbia",592,83,112,59,14,24,22,23,35,25,34,28,27,23,38,25,23,27,48,43,33,28,60,45,33,28,37,42,43,30,26,21,7,11
1500000US110010098042,110010098042,"Block Group 2, Census Tract 98.04, District of Columbia, District of Columbia",389,68,75,58,17,18,16,21,19,20,0,12,25,24,45,39,6,9,5,9,38,29,25,21,27,29,75,49,6,9,10,13,0,12
1500000US110010098071,110010098071,"Block Group 1, Census Tract 98.07, District of Columbia, District of Columbia",279,65,57,46,9,14,14,19,38,47,0,12,9,13,15,20,13,21,0,12,42,33,31,32,0,12,43,32,0,12,0,12,8,14
1500000US110010098072,110010098072,"Block Group 2, Census Tract 98.07, District of Columbia, District of Columbia",1039,118,160,76,37,37,24,23,105,66,9,14,91,68,97,65,46,38,56,48,131,68,92,53,58,42,82,77,29,27,14,23,8,16
1500000US110010098101,110010098101,"Block Group 1, Census Tract 98.10, District of Columbia, District of Columbia",558,121,130,73,50,47,15,23,0,12,48,56,67,51,28,39,103,87,0,12,27,33,60,61,7,14,15,25,0,12,8,13,0,12
1500000US110010098102,110010098102,"Block Group 2, Census Tract 98.10, District of Columbia, District of Columbia",503,130,126,88,30,36,62,62,53,42,29,46,2,14,0,12,23,36,39,49,114,93,0,12,0,12,0,12,0,12,12,19,13,21
1500000US110010098111,110010098111,"Block Group 1, Census Tract 98.11, District of Columbia, District of Columbia",646,146,166,83,86,72,28,34,39,49,48,54,74,65,52,43,57,68,0,12,8,14,0,12,63,75,11,18,14,24,0,12,0,12
1500000US110010098112,110010098112,"Block Group 2, Census Tract 98.11, District of Columbia, District of Columbia",1137,157,149,111,124,91,83,72,39,47,154,95,153,87,78,71,68,58,54,68,61,53,62,56,94,64,18,24,0,12,0,12,0,12
1500000US110010099011,110010099011,"Block Group 1, Census Tract 99.01, District of Columbia, District of Columbia",327,56,22,37,0,12,7,11,5,8,0,12,0,12,12,16,0,12,21,30,23,26,30,28,96,49,16,18,48,35,32,26,15,16
1500000US110010099012,110010099012,"Block Group 2, Census Tract 99.01, District of Columbia, District of Columbia",649,82,42,25,16,23,5,8,16,19,19,21,9,14,24,18,8,13,35,30,46,32,59,41,94,43,79,49,76,37,51,38,70,49
1500000US110010099021,110010099021,"Block Group 1, Census Tract 99.02, District of Columbia, District of Columbia",500,102,42,39,49,38,20,21,38,39,13,20,0,12,0,12,75,74,22,24,56,57,13,19,81,47,64,46,27,29,0,12,0,12
1500000US110010099022,110010099022,"Block Group 2, Census Tract 99.02, District of Columbia, District of Columbia",660,114,83,67,108,80,0,12,21,22,24,25,20,22,48,38,65,61,46,36,49,47,66,41,42,35,17,19,28,31,43,63,0,12
1500000US110010099031,110010099031,"Block Group 1, Census Tract 99.03, District of Columbia, District of Columbia",451,74,46,26,11,13,24,29,44,53,18,29,0,12,0,12,14,17,40,40,21,22,97,66,81,45,24,28,11,13,20,19,0,12
1500000US110010099032,110010099032,"Block Group 2, Census Tract 99.03, District of Columbia, District of Columbia",256,67,0,12,0,12,0,12,19,21,5,8,6,8,13,14,0,12,25,35,43,34,33,37,72,40,20,32,7,11,13,21,0,12
1500000US110010099041,110010099041,"Block Group 1, Census Tract 99.04, District of Columbia, District of Columbia",259,65,41,30,44,31,15,16,7,10,0,12,16,24,16,19,56,50,0,12,7,14,20,20,16,14,21,21,0,12,0,12,0,12
1500000US110010099042,110010099042,"Block Group 2, Census Tract 99.04, District of Columbia, District of Columbia",612,83,157,62,43,32,21,25,13,14,12,14,94,61,32,31,12,19,33,29,7,9,50,31,50,29,57,46,10,17,14,22,7,12
1500000US110010099051,110010099051,"Block Group 1, Census Tract 99.05, District of Columbia, District of Columbia",486,88,106,64,31,31,7,12,34,33,27,31,0,12,77,58,29,28,14,23,66,39,17,20,19,21,16,26,0,12,28,31,15,22
1500000US110010099052,110010099052,"Block Group 2, Census Tract 99.05, District of Columbia, District of Columbia",288,80,35,38,0,12,5,8,20,31,9,14,15,18,14,23,0,12,33,32,22,26,19,20,83,56,33,36,0,12,0,12,0,12
1500000US110010099053,110010099053,"Block Group 3, Census Tract 99.05, District of Columbia, District of Columbia",300,77,35,32,43,33,0,12,18,29,17,27,24,28,0,12,60,56,0,12,23,25,34,37,22,25,17,20,7,13,0,12,0,12
1500000US110010099061,110010099061,"Block Group 1, Census Tract 99.06, District of Columbia, District of Columbia",636,59,87,32,51,34,37,37,29,27,31,28,21,25,36,32,29,24,41,32,93,50,70,47,74,36,30,30,7,11,0,12,0,12
1500000US110010099071,110010099071,"Block Group 1, Census Tract 99.07, District of Columbia, District of Columbia",257,80,86,55,15,18,0,12,0,12,6,11,23,26,0,12,0,12,0,12,8,13,18,25,65,49,8,14,14,24,0,12,14,21
1500000US110010099072,110010099072,"Block Group 2, Census Tract 99.07, District of Columbia, District of Columbia",801,108,248,107,26,31,66,43,92,58,93,71,22,24,44,31,44,38,0,12,78,61,0,12,20,22,8,17,49,49,11,20,0,12
1500000US110010101001,110010101001,"Block Group 1, Census Tract 101, District of Columbia, District of Columbia",1192,136,79,56,67,49,9,14,10,14,38,48,49,40,10,16,77,65,47,36,42,32,41,31,137,67,237,107,103,52,87,46,159,63
1500000US110010101002,110010101002,"Block Group 2, Census Tract 101, District of Columbia, District of Columbia",572,113,39,27,30,30,11,16,18,28,11,17,0,12,57,61,38,32,20,20,50,35,93,53,66,38,38,31,70,49,10,16,21,23
1500000US110010102001,110010102001,"Block Group 1, Census Tract 102, District of Columbia, District of Columbia",506,97,8,13,26,22,5,10,18,28,0,12,9,14,29,22,21,19,0,12,7,11,43,29,68,48,83,54,31,30,75,45,83,59
1500000US110010102002,110010102002,"Block Group 2, Census Tract 102, District of Columbia, District of Columbia",820,97,33,44,0,12,0,12,0,12,9,15,30,41,24,22,33,45,21,34,79,41,105,43,161,69,98,64,67,40,93,47,67,41
1500000US110010103001,110010103001,"Block Group 1, Census Tract 103, District of Columbia, District of Columbia",260,62,8,14,7,10,8,12,0,12,0,12,4,7,28,30,11,13,25,34,0,12,24,30,9,14,33,31,20,20,83,39,0,12
1500000US110010103002,110010103002,"Block Group 2, Census Tract 103, District of Columbia, District of Columbia",459,69,16,21,9,14,40,55,57,54,0,12,16,19,6,11,0,12,0,12,25,27,87,61,68,62,29,30,59,34,47,37,0,12
1500000US110010103003,110010103003,"Block Group 3, Census Tract 103, District of Columbia, District of Columbia",436,79,78,55,32,36,50,41,19,32,0,12,14,15,19,22,54,59,0,12,23,21,23,32,27,25,48,32,13,23,0,12,36,32
1500000US110010104001,110010104001,"Block Group 1, Census Tract 104, District of Columbia, District of Columbia",623,141,113,81,42,46,42,46,53,58,30,29,9,14,0,12,36,36,52,65,26,42,51,47,66,51,31,34,15,17,57,55,0,12
1500000US110010104002,110010104002,"Block Group 2, Census Tract 104, District of Columbia, District of Columbia",968,121,177,88,67,57,70,63,102,89,30,26,50,65,76,61,50,39,18,22,85,58,108,63,99,62,12,21,15,16,9,15,0,12
1500000US110010105001,110010105001,"Block Group 1, Census Tract 105, District of Columbia, District of Columbia",962,170,169,82,13,20,70,90,61,45,55,84,58,66,72,62,53,53,71,71,37,51,45,40,20,34,70,58,16,27,96,105,56,48
1500000US110010105002,110010105002,"Block Group 2, Census Tract 105, District of Columbia, District of Columbia",1293,170,66,53,19,30,13,21,0,12,0,12,0,12,17,26,29,34,45,38,125,88,99,82,269,105,159,109,130,76,236,107,86,44
1500000US110010106001,110010106001,"Block Group 1, Census Tract 106, District of Columbia, District of Columbia",342,79,35,29,0,12,72,61,17,22,6,9,0,12,36,44,0,12,8,13,9,14,12,18,19,23,45,44,20,24,45,30,18,21
1500000US110010106002,110010106002,"Block Group 2, Census Tract 106, District of Columbia, District of Columbia",1592,139,150,89,50,41,11,16,44,27,17,18,59,49,51,33,21,22,11,13,129,61,103,74,236,109,131,59,76,39,286,104,217,80
1500000US110010106003,110010106003,"Block Group 3, Census Tract 106, District of Columbia, District of Columbia",285,71,55,62,0,12,0,12,8,13,24,28,31,29,0,12,0,12,6,11,7,12,5,9,32,23,6,9,72,51,6,10,33,24
1500000US110010107001,110010107001,"Block Group 1, Census Tract 107, District of Columbia, District of Columbia",488,74,99,50,4,7,7,12,14,16,14,16,18,24,57,49,16,24,0,12,29,24,19,23,82,61,25,25,0,12,48,28,56,48
1500000US110010107002,110010107002,"Block Group 2, Census Tract 107, District of Columbia, District of Columbia",652,92,74,46,14,16,25,23,0,12,9,14,27,22,16,18,12,19,17,20,14,16,102,52,112,55,58,38,50,35,86,60,36,42
1500000US110010108001,110010108001,"Block Group 1, Census Tract 108, District of Columbia, District of Columbia",189,73,35,39,0,12,0,12,39,57,42,49,5,9,0,12,13,20,0,12,0,12,17,16,7,11,22,19,0,12,9,15,0,12
1500000US110010108002,110010108002,"Block Group 2, Census Tract 108, District of Columbia, District of Columbia",490,94,161,71,17,20,50,30,22,35,9,13,17,16,27,31,50,35,0,12,16,14,75,49,22,22,21,19,0,12,3,5,0,12
1500000US110010108003,110010108003,"Block Group 3, Census Tract 108, District of Columbia, District of Columbia",211,57,49,34,11,14,0,12,5,8,0,12,6,10,0,12,7,10,6,10,12,14,10,16,52,34,13,15,5,8,22,24,13,17
1500000US110010109001,110010109001,"Block Group 1, Census Tract 109, District of Columbia, District of Columbia",668,110,149,83,69,56,28,45,13,20,86,69,68,60,54,47,61,58,25,23,0,12,7,10,26,40,36,40,34,47,12,21,0,12
1500000US110010109002,110010109002,"Block Group 2, Census Tract 109, District of Columbia, District of Columbia",474,98,53,42,75,57,34,34,12,18,11,19,27,29,37,31,72,59,9,13,39,32,94,55,11,17,0,12,0,12,0,12,0,12
1500000US110010110001,110010110001,"Block Group 1, Census Tract 110, District of Columbia, District of Columbia",215,95,0,12,0,12,0,12,0,12,0,12,21,30,14,24,0,12,0,12,33,38,0,12,53,85,33,37,11,17,33,37,17,25
1500000US110010110002,110010110002,"Block Group 2, Census Tract 110, District of Columbia, District of Columbia",437,111,18,28,13,21,17,27,18,28,13,22,0,12,20,31,0,12,0,12,52,50,14,23,36,41,67,52,68,45,37,40,64,52
1500000US110010110003,110010110003,"Block Group 3, Census Tract 110, District of Columbia, District of Columbia",472,128,16,26,0,12,0,12,0,12,15,24,82,86,40,47,0,12,0,12,25,41,0,12,129,70,0,12,37,42,32,37,96,87
1500000US110010110004,110010110004,"Block Group 4, Census Tract 110, District of Columbia, District of Columbia",1055,149,49,46,36,43,17,28,48,40,87,64,41,44,15,25,31,34,19,30,16,25,136,75,165,103,108,76,168,95,43,41,76,53
1500000US110010111001,110010111001,"Block Group 1, Census Tract 111, District of Columbia, District of Columbia",596,93,36,36,37,35,30,27,0,12,15,26,24,25,60,56,22,34,0,12,28,23,63,35,84,54,30,28,35,29,75,55,57,47
1500000US110010111002,110010111002,"Block Group 2, Census Tract 111, District of Columbia, District of Columbia",656,85,52,42,42,30,57,38,19,20,24,22,20,22,32,34,9,13,22,25,55,36,7,12,78,48,54,42,37,33,70,36,78,41
1500000US110010111003,110010111003,"Block Group 3, Census Tract 111, District of Columbia, District of Columbia",414,91,84,55,0,12,17,19,31,25,30,40,5,8,47,42,39,42,0,12,17,18,18,29,52,31,27,22,12,19,0,12,35,23
